pid,location,activity,start_time,end_time,duration_sec,actual_concentration,expected_concentration,perceived_distraction,purpose_of_using_smartphone
p16,집,휴식,1557762078063 ,1557762707884 ,630,1,1,1,
p29,도서관,공부,1557762771900 ,1557762785105 ,1,3,3,3,메신저
p12,술집,알바,1557762339037 ,1557763226350 ,887,4,4,3,카톡 확인
p3,자취방,수면,1557763341063 ,1557763351245 ,10,4,3,1,
p25,기숙사,공부,1557761475754 ,1557763373178 ,1897,4,4,4,자료 검색
p29,강의실,공부,1557763367701 ,1557763416821 ,48,2,4,2,메신저
p11,집,휴식,1557763544833 ,1557763777905 ,233,4,4,4,씻고 카톡확인
p29,강의실,공부,1557763832706 ,1557763850748 ,17,3,3,3,메신저
p3,자취방,수면,1557763955174 ,1557764058921 ,104,5,5,1,
p16,집,휴식,1557763291061 ,1557764142016 ,851,1,1,1,
p26,술집,식사,1557762325089 ,1557764674867 ,2349,4,4,2,
p16,집,휴식,1557764744069 ,1557764854151 ,110,1,1,1,
p11,집,휴식,1557764553033 ,1557764958433 ,405,4,4,3,카톡확인
p15,외출,공부,1557758523268 ,1557758869590 ,346,4,3,3,숙제확인
p29,학교식당,휴식,1557765276404 ,1557765588222 ,312,2,2,2,sns
p34,기숙사,휴식,1557764125950 ,1557765640655 ,1515,5,4,2,카카오톡
p16,집,휴식,1557765145091 ,1557765646167 ,501,1,1,1,
p3,자취방,수면,1557765909712 ,1557765924383 ,27,4,4,1,
p16,집,휴식,1557765946252 ,1557765984526 ,39,1,1,1,
p25,기숙사,샤워,1557765161717 ,1557766202665 ,1041,3,3,1,
p34,기숙사,휴식,1557766298476 ,1557766452471 ,153,4,4,3,카카오톡
p11,집,휴식,1557765192350 ,1557767864207 ,2672,4,4,4,인터넷
p11,집,휴식,1557768163422 ,1557768360175 ,197,3,3,3,인터넷
p33,집,수면,1557770459195 ,1557770493214 ,34,3,4,3,잠 안 와서 책 읽으려고
p31,집,공부,1557771292104 ,1557772273382 ,981,4,4,3,공부후 ㄴㅅ시간확인
p33,집,수면,1557772645329 ,1557772842432 ,197,3,3,3,플래시라이트
p1,기타,기타,1557761552959 ,1557777978069 ,16425,4,5,1,
p25,기숙사,공부,1557772262792 ,1557779853082 ,7590,2,5,3,자기전 알람
p15,기숙사,수면,1557771509065 ,1557780624042 ,9114,3,3,3,검색
p13,집,수면,1557741448268 ,1557780627447 ,39179,4,5,1,기상후 알람끄기
p1,기타,기타,1557780891659 ,1557781415388 ,523,3,3,1,
p7,집,수면,1557781513620 ,1557781553581 ,40,3,3,3,
p25,기숙사,공부,1557780681271 ,1557781709462 ,1028,5,5,4,자기전 사용
p9,집,수면,1557782122968 ,1557782146641 ,35,4,4,4,알람
p32,집,수면,1557765715218 ,1557782401659 ,16686,3,3,3,연락확인
p21,기숙사,수면,1557782408439 ,1557782500577 ,1007,4,4,4,수면중 카톡
p9,집,수면,1557782506697 ,1557782517990 ,139,4,4,4,알람
p9,집,수면,1557782709504 ,1557782764649 ,55,4,4,4,알람
p13,집,식사,1557780871308 ,1557783631382 ,2760,4,4,2,식사중 날씨확인
p3,자취방,수면,1557783886763 ,1557784333402 ,446,1,1,1,
p9,집,걷기,1557784994626 ,1557785041275 ,46,2,2,2,날씨확인
p17,집,옷입기,1557785068277 ,1557785122624 ,54,3,4,4,카톡 확인
p1,도서관,공부,1557787003265 ,1557787594808 ,591,3,3,3,
p9,버스,수면,1557787849284 ,1557787870674 ,22,4,2,2,음악
p8,기숙사,수면,1557765181267 ,1557788456529 ,23275,5,5,5,
p24,집,수면,1557764014094 ,1557788725353 ,24711,4,4,1,.
p8,기숙사,샤워,1557788845273 ,1557789092303 ,247,5,5,3,유튜브
p32,집,수면,1557788616524 ,1557789141619 ,525,3,3,3,연락확인
p4,자취방,수면,1557789029514 ,1557789145945 ,8865,3,3,3,
p16,집,수면,1557771910058 ,1557789271954 ,17362,1,1,1,
p15,기숙사,외출준비,1557789309192 ,1557789326072 ,119,3,2,3,날씨확인
p5,집,수면,1557789330809 ,1557789376441 ,4443,4,4,4,알람끄기
p3,여행,이동중,1557789784378 ,1557789805793 ,22,5,4,1,
p14,기숙사,나갈준비,1557789360964 ,1557790167793 ,806,5,3,2,카톡
p33,집,수면,1557777957704 ,1557790223832 ,12266,4,4,3,알람
p4,자취방,개인정비,1557790049841 ,1557790455097 ,405,3,3,4,
p5,집,수면,1557789967563 ,1557790519086 ,551,4,4,4,알람
p12,자취방,수면,1557779289021 ,1557790542581 ,11253,5,4,4,카톡 확인
p17,지하철,수면,1557789964707 ,1557790692953 ,728,4,3,4,음악 변경
p8,기숙사,샤워,1557790280270 ,1557790831039 ,551,4,4,3,시간
p15,기숙사,외출준비,1557790870537 ,1557790886219 ,273,3,2,3,시간확인
p29,기숙사,수면,1557789825570 ,1557790914896 ,1088,4,4,2,메신저
p15,기숙사,외출준비,1557791140106 ,1557791407526 ,267,3,3,2,노래듣기
p25,기숙사,수면,1557792013737 ,1557792030930 ,7515,3,4,4,
p3,여행,이동중,1557792054098 ,1557792146835 ,93,4,4,1,
p1,기타,기타,1557791953011 ,1557792163262 ,210,3,3,1,
p31,집,수면,1557792573321 ,1557792584935 ,17854,3,3,3,
p11,집,수면,1557792350054 ,1557792672753 ,322,4,5,5,시계
p6,기숙사,수면,1557759207223 ,1557792753148 ,33546,3,5,4,카톡 확인
p29,강의실,공부,1557792725394 ,1557792775681 ,51,3,3,3,메신저
p21,기숙사,휴식,1557792182652 ,1557792817689 ,634,4,4,4,휴식중 카톡
p1,강의실,수업,1557792589052 ,1557793036508 ,448,3,3,1,
p4,자취방,개인정비,1557791426547 ,1557793065592 ,1639,3,3,3,
p29,강의실,수업,1557793001376 ,1557793335658 ,334,3,3,4,메신저
p22,집,수면,1557793579983 ,1557793651247 ,44325,1,1,4,전화
p23,집,수면,1557768485057 ,1557793770193 ,25285,3,3,1,z아림
p19,강의실,강의듣기,1557793982468 ,1557794084130 ,101,4,5,4,수업중 카톡 알림뜸
p26,집,수면,1557789809512 ,1557794200789 ,4390,4,4,3,
p1,강의실,수업,1557793499019 ,1557794218811 ,720,5,5,5,
p2,도서관,휴식,1557794328172 ,1557794337354 ,9,5,5,1,
p10,집,기타,1557794322237 ,1557794347649 ,321,4,5,2,
p20,기숙사,연구,1557794093376 ,1557794466632 ,373,4,4,4,시간 확인
p19,강의실,강의듣기,1557794270878 ,1557794804090 ,533,4,5,4,수업중 카톡 알람
p11,도서관,휴식,1557794821818 ,1557794850517 ,29,3,3,3,핸드폰설정
p26,집,수면,1557794430076 ,1557794863981 ,434,4,4,3,연락
p29,강의실,수업,1557794760808 ,1557794906492 ,145,3,3,3,
p28,강의실,수업,1557793580701 ,1557795393077 ,1812,4,4,4,sns
p1,강의실,수업,1557795353822 ,1557795411760 ,57,3,3,1,
p12,자취방,수면,1557795305379 ,1557795441892 ,1214,4,4,4,전화 수신
p29,강의실,수업,1557795323677 ,1557795540319 ,216,3,3,3,
p18,자취방,수면,1557792616029 ,1557795622422 ,3006,4,4,2,
p20,기숙사,잡일,1557794713407 ,1557795768196 ,1055,4,4,4,시간 확인
p14,강의실,수업,1557793921413 ,1557795938129 ,2017,5,5,2,카톡
p18,자취방,수면,1557795901747 ,1557795990891 ,89,4,4,2,
p29,강의실,수업,1557795927751 ,1557796013418 ,85,3,3,3,메신저
p5,학교,근로,1557795932661 ,1557796131164 ,198,3,3,2,카톡
p14,강의실,수업,1557796138330 ,1557796216745 ,78,5,5,2,카톡
p9,강의실,공부,1557792765633 ,1557796393755 ,3628,3,4,4,톡
p1,강의실,수업,1557795894822 ,1557796436529 ,542,3,3,1,
p16,연구실,실험,1557796411231 ,1557796496109 ,85,5,5,3,욘학 연락확인
p13,강의실,수업,1557796534760 ,1557796555614 ,21,4,4,1,수업후 카톡
p31,집,수면,1557793496040 ,1557796735886 ,3240,1,1,1,
p17,강의실,공부,1557795169614 ,1557796797662 ,1628,4,4,4,카톡 확인
p2,도서관,휴식,1557796017228 ,1557796918375 ,901,5,5,1,
p5,학교,근로,1557796505906 ,1557796954674 ,448,3,3,3,카톡
p2,도서관,휴식,1557797175228 ,1557797215342 ,40,5,5,1,
p17,강의실,이동,1557797207158 ,1557797256326 ,49,3,3,3,카톡 확인
p16,연구실,실험,1557797258169 ,1557797305704 ,48,5,5,3,
p3,여행,여행,1557796281164 ,1557798153452 ,1873,5,5,1,
p22,집,게임,1557794006894 ,1557798360355 ,4353,2,3,3,
p23,강의실,수업,1557797920766 ,1557798398072 ,477,4,3,4,알림
p18,강의실,수업,1557798061781 ,1557798399789 ,338,4,4,3,
p2,집,휴식,1557798337809 ,1557798519910 ,181,5,5,1,
p19,학생회실,휴식,1557798177202 ,1557798661771 ,485,4,3,4,카톡알림뜸
p2,도서관,컴퓨터작업,1557798742593 ,1557798870002 ,127,5,5,3,
p20,기숙사,게임,1557797872836 ,1557798906244 ,1033,4,4,4,시간 확인
p30,기숙사,수면,1557798266537 ,1557799216669 ,950,4,3,3,
p19,학생회실,휴식,1557799038212 ,1557799314210 ,276,4,3,4,카톡확인
p28,강의실,수업,1557795642906 ,1557799402115 ,3759,3,4,4,sns
p4,강의실,공부,1557799061999 ,1557799510331 ,448,3,3,3,
p15,강의실,공부,1557799343357 ,1557799523638 ,181,3,3,3,검색
p24,집,세안 및 샤워,1557799671706 ,1557799680280 ,0,4,4,3,
p23,강의실,수업,1557798609557 ,1557799881742 ,1271,4,4,2,알림
p22,집,게임,1557798581310 ,1557800044687 ,1463,4,4,4,카톡
p33,집,수면,1557798844381 ,1557800172242 ,1328,5,3,3,전화
p4,강의실,공부,1557799709640 ,1557800208581 ,498,3,3,3,
p19,학생회실,휴식,1557799532332 ,1557800542488 ,1010,4,4,4,카톡알람뜸
p30,기숙사,수면,1557800095672 ,1557800608715 ,513,3,3,2,
p25,강의실,공부,1557799975953 ,1557800612525 ,636,4,5,4,강의중사진촬영
p2,도서관,컴퓨터작업,1557799107918 ,1557800630259 ,1522,5,5,3,카톡확인
p4,강의실,수업,1557800422527 ,1557800844464 ,421,3,3,3,
p17,강의실,공부,1557800462344 ,1557800904992 ,443,3,4,4,카톡 확인
p11,식당,식사,1557800554530 ,1557801064786 ,509,4,4,4,알림확인
p7,집,수면,1557801265175 ,1557801285560 ,0,3,3,3,
p5,학교,근로,1557801260553 ,1557801362210 ,101,3,3,3,카톡
p13,동아리방,공부,1557801449084 ,1557801482592 ,0,4,4,1,공부후 메세지
p23,강의실,수업,1557801511421 ,1557801524058 ,1,4,3,1,알림
p12,자취방,수면,1557795657526 ,1557801553138 ,5895,4,4,4,카톡 확인
p15,강의실,공부,1557800103245 ,1557801649896 ,1546,3,3,2,검색
p9,강의실,공부,1557797788303 ,1557801888358 ,4100,2,4,4,톡
p21,연구실,휴식,1557798323043 ,1557801898497 ,3575,4,4,2,휴식중 카톡
p19,학생회실,휴식,1557800730749 ,1557801946202 ,1215,4,4,4,카톡알림뜸
p5,밥집,식사,1557802050071 ,1557802122640 ,73,3,3,1,카톡
p10,강의실,수업,1557802070181 ,1557802228225 ,3754,3,5,4,
p22,집,게임,1557800585178 ,1557802307972 ,1723,4,4,4,
p2,도서관,컴퓨터작업,1557800844965 ,1557802399646 ,1554,5,5,1,
p32,강의실,공부,1557801197331 ,1557802447194 ,1250,3,3,3,연락확인
p20,기숙사,잡일,1557801445121 ,1557802468213 ,1023,4,4,4,시간 확인
p10,대중교통 길,기타,1557802553595 ,1557802622853 ,69,4,5,1,
p16,학교식당,식사,1557802755060 ,1557802774828 ,20,1,1,1,
p2,도서관,휴식,1557802795219 ,1557802832528 ,37,5,5,1,
p31,집,수면,1557802200065 ,1557803264432 ,1064,3,3,4,
p6,기숙사,휴식,1557800300073 ,1557803367270 ,3067,2,4,3,카톡 확인
p14,연구실,실험,1557803346337 ,1557803426478 ,80,5,5,2,음악
p25,기숙사,공부,1557803429865 ,1557803657406 ,227,4,5,3,
p10,기타,식사,1557802830233 ,1557803682872 ,853,4,5,2,
p30,학교식당,식사,1557803569216 ,1557803780009 ,211,3,2,2,
p31,집,수면,1557803471044 ,1557803807778 ,337,1,1,1,
p11,도서관,휴식,1557803647157 ,1557803838363 ,190,3,3,3,
p3,여행,식사,1557803093044 ,1557803116063 ,23,5,4,1,
p3,여행,식사,1557802719480 ,1557802806836 ,87,5,5,1,
p17,식당,식사,1557803931291 ,1557804281694 ,350,4,4,4,카톡 확인
p31,집,수면,1557804353580 ,1557804364864 ,298,1,1,1,
p11,도서관,과제,1557804482040 ,1557804670957 ,135,4,4,4,정보검색
p23,식당,식사,1557804334100 ,1557804704059 ,370,5,5,1,알림
p25,기숙사,여가활동,1557804354718 ,1557804809945 ,455,3,3,2,
p17,식당,식사,1557804670188 ,1557804885415 ,215,4,4,4,카톡 확인
p11,도서관,공부,1557804857407 ,1557805158675 ,302,4,4,3,카톡
p9,강의실,공부,1557803221136 ,1557805332289 ,2111,2,4,3,졸려서
p6,기숙사,샤워,1557805455279 ,1557805524138 ,460,4,4,3,카톡 확인
p10,도서관,기타,1557805468941 ,1557805541232 ,72,4,4,4,
p23,식당,식사,1557805561060 ,1557805588048 ,0,4,4,1,알림
p21,연구실,연구,1557804282944 ,1557805995228 ,1712,5,4,2,실험중 카톡
p34,기숙사,숙제,1557767680550 ,1557806043644 ,38362,5,5,4,카카오톡
p9,강의실,수면,1557805838335 ,1557806101648 ,264,2,2,3,일정ㅎ학인
p2,강의실,수업,1557805789740 ,1557806153808 ,364,3,4,4,
p12,자취방,집청소,1557806687470 ,1557806701855 ,-1266439,3,2,1,전화 수신
p18,자취방,휴식,1557806881748 ,1557806889031 ,0,4,4,2,
p19,집,휴식,1557806285832 ,1557806998430 ,712,4,4,4,카톡알람
p6,학교식당,식사,1557805809040 ,1557807033513 ,1224,4,3,3,카톡 확인하기
p12,자취방,집청소,1557807019595 ,1557807463482 ,443,3,2,1,카톡 확인
p17,정석 도서관,공부,1557806899044 ,1557807498101 ,599,4,4,4,카톡 확인
p18,자취방,휴식,1557807490871 ,1557807543396 ,52,4,4,2,
p21,학교식당,휴식,1557807590051 ,1557807655660 ,65,4,3,2,식사중 카톡
p23,강의실,공부,1557807144282 ,1557807673042 ,529,4,4,1,알림
p29,강의실,수업,1557807635314 ,1557807712093 ,77,3,3,3,
p27,강의실,수업,1557807646535 ,1557807722135 ,75,4,4,1,ㅇㅣㄹ정확인
p5,학교,휴식,1557806021556 ,1557807758562 ,1736,4,4,3,카톡
p32,강의실,공부,1557807765229 ,1557807820884 ,56,3,3,3,연락확인
p9,길거리,수다,1557807806060 ,1557807819748 ,95,3,2,1,톡
p13,강의실,수업,1557804213396 ,1557808233920 ,4020,4,5,4,수업전 웹툰
p17,정석 도서관,공부,1557807824196 ,1557808293764 ,469,4,4,4,카톡 확인
p4,강의실,공부,1557808497549 ,1557808580384 ,82,3,3,3,
p2,도서관,휴식,1557808708132 ,1557808726908 ,19,5,5,1,
p4,강의실,공부,1557808766956 ,1557808777706 ,11,3,3,3,
p8,기숙사,샤워,1557807844276 ,1557808784899 ,941,5,5,1,카톡
p27,강의실,수업,1557808258172 ,1557808788671 ,530,1,1,1,연락
p16,연구실,실험,1557808990363 ,1557808998628 ,8,5,5,3,
